circRNA	Alias	chrom	strand	txStart	txEnd	Clone1_FC	Clone1_pvalue	Clone1_FDR
hsa_circRNA_104722	hsa_circ_0085923	chr8	-	145011146	145011239	-2.00592156937956	0.0253028373859373	0.262556317714
hsa_circRNA_100016	hsa_circ_0009360	chr1	-	1747194	1749314	-2.01125852635786	0.0133725707964513	0.240565037551812
hsa_circRNA_100841	hsa_circ_0022589	chr11	-	62651928	62651997	-2.03592666760441	0.0358674506253832	0.279988286525282
hsa_circRNA_100833	hsa_circ_0022383	chr11	-	61605249	61615756	-15.8903950122557	0.00113351627248753	0.171206175275802
hsa_circRNA_103754	hsa_circ_0071174	chr4	-	151656409	151729550	-2.33628857364302	0.0031278665450411	0.215237042877508
hsa_circRNA_104936	hsa_circ_0089033	chr9	-	131891263	131893918	-2.1120158416563	0.0271360946070047	0.263974950229855
hsa_circRNA_001123	hsa_circ_0001014	chr2	-	61340904	61345251	-2.03911294772021	0.00367623850191506	0.222284155881134
hsa_circRNA_007352	hsa_circ_0007352	chrX	-	1712336	1714425	-2.01239428225974	0.0158519623023477	0.242017779283403
hsa_circRNA_101835	hsa_circ_0005615	chr16	-	68155889	68157024	-3.48398993073589	0.00190342484153158	0.190234273624239
hsa_circRNA_103392	hsa_circ_0001974	chr3	-	53267171	53269190	-4.63161608440802	0.0059699865028009	0.232827451296016
hsa_circRNA_005528	hsa_circ_0005528	chr2	-	87114895	87115116	-2.26547243230007	0.0158465312561505	0.242017779283403
hsa_circRNA_105038	hsa_circ_0091894	chrX	-	153581139	153581292	-2.30923830231222	0.0209707556094564	0.251425458546836
hsa_circRNA_000150	hsa_circ_0000150	chr1	-	167659285	167667079	-2.80859951548001	0.0377537637948223	0.283356517958524
hsa_circRNA_405965	hsa_circRNA_405965	chr2	-	135625089	135626611	-6.02191390470093	0.00199834945763431	0.193256104937668
hsa_circRNA_400689	hsa_circRNA_400689	chr11	-	238997	244761	-2.23313001080035	0.0254076516384545	0.262556317714
hsa_circRNA_000763	hsa_circ_0000763	chr17	-	40120400	40120586	-3.44570820074352	0.0054456613602376	0.2319843858238
hsa_circRNA_104692	hsa_circ_0085616	chr8	-	131370262	131374017	-2.1971896112971	0.00759643818747338	0.239344103791601
hsa_circRNA_000274	hsa_circ_0000919	chr19	-	19760861	19761115	-6.66408393462094	0.0243851638788619	0.261273562122833
hsa_circRNA_066874	hsa_circ_0066874	chr3	-	119219541	119236162	-2.51374563204723	0.0131862089127404	0.240565037551812
hsa_circRNA_104925	hsa_circ_0088681	chr9	-	130285957	130294057	-2.0516106350115	0.00228589026349197	0.206513252786029
hsa_circRNA_009618	hsa_circ_0009618	chr1	-	8923293	8928116	-3.32477608391773	0.0490171622652369	0.303351153702839
hsa_circRNA_406841	hsa_circRNA_406841	chr6	-	126434011	126496057	-3.98416011653313	0.0261353081093871	0.263044747110264
hsa_circRNA_100017	hsa_circ_0000008	chr1	-	1747194	1756938	-2.53530279018058	0.0475836440348941	0.300560189125545
hsa_circRNA_087400	hsa_circ_0087400	chr9	-	88655653	88667506	-2.3488225575435	0.00304506271857368	0.215237042877508
hsa_circRNA_022487	hsa_circ_0022487	chr11	-	62400036	62407203	-2.30316767994085	0.0165549204949504	0.242017779283403
hsa_circRNA_092388	hsa_circ_0000315	chr11	-	61912498	61913166	-3.7883365553102	0.0295470820150796	0.266259891585334
hsa_circRNA_091692	hsa_circ_0091692	chrX	-	149940277	149984551	-2.54397043564856	0.0372529314826929	0.282268627088004
hsa_circRNA_000074	hsa_circ_0000074	chr1	-	59248878	59248985	-2.30764645144872	0.0102782651737363	0.239344103791601
hsa_circRNA_008771	hsa_circ_0008771	chr19	-	1218415	1219412	-2.23365129704228	0.0190996367699237	0.244805345121454
hsa_circRNA_063089	hsa_circ_0063089	chr22	-	36680448	36702653	-2.06765634119105	0.0047639778466712	0.225959965038967
hsa_circRNA_000324	hsa_circ_0000324	chr11	-	65211304	65211570	-2.45467763653276	0.00298375955850433	0.215237042877508
hsa_circRNA_104375	hsa_circ_0080212	chr7	-	50771517	50773020	-2.36273415378281	0.0131544397258907	0.240565037551812
hsa_circRNA_100019	hsa_circ_0009362	chr1	-	1756835	1770677	-3.32018752659411	0.0211029548687331	0.251713362657981
hsa_circRNA_104016	hsa_circ_0075048	chr5	-	172336669	172341841	-2.20401653191274	0.00209731852826846	0.19676477769534
hsa_circRNA_104854	hsa_circ_0087862	chr9	-	110068659	110081160	-4.07856304236754	0.0425355265311402	0.290599794125463
hsa_circRNA_013055	hsa_circ_0013055	chr1	-	84964005	84971984	-2.49961236747256	0.026928554624318	0.263870809370254
hsa_circRNA_103383	hsa_circ_0065871	chr3	-	50677796	50679763	-2.32504728619267	0.0118582992146382	0.240565037551812
hsa_circRNA_102064	hsa_circ_0043469	chr17	-	37880978	37882106	-2.16071960819683	0.0180123547972446	0.242475207850772
hsa_circRNA_000773	hsa_circ_0000773	chr17	-	42163939	42165064	-3.12537584604503	0.0413631831024345	0.286789493857003
hsa_circRNA_050125	hsa_circ_0050125	chr19	-	18650180	18654383	-3.63315042191819	0.0112989888839546	0.239344103791601
hsa_circRNA_089762	hsa_circ_0089762	chrM	-	7586	7982	-9.00004141357318	0.0176252469950363	0.242390121232967
hsa_circRNA_072025	hsa_circ_0072025	chr5	-	21495206	21497305	-2.15886859188482	0.0288900750576492	0.265362066573837
hsa_circRNA_407092	hsa_circRNA_407092	chr8	-	89198704	89209535	-3.60963074655604	0.000240015372962265	0.167310835187368
hsa_circRNA_044837	hsa_circ_0044837	chr17	-	57409052	57430887	-2.47695029049434	0.0468938827984081	0.299831988508563
hsa_circRNA_089414	hsa_circ_0089414	chr9	-	137218315	137300965	-2.27495149112586	0.00878646672099206	0.239344103791601
hsa_circRNA_103024	hsa_circ_0003426	chr20	-	32207322	32211102	-2.80090779086661	0.00648123729825348	0.239344103791601
hsa_circRNA_000787	hsa_circ_0000787	chr17	-	54978779	54981849	-2.64659301442404	0.00137868327639054	0.180371305839018
hsa_circRNA_009012	hsa_circ_0009012	chr7	-	73114707	73115261	-5.10008859119729	0.0222245061452621	0.257338032556293
hsa_circRNA_008087	hsa_circ_0008087	chr12	-	65078566	65088674	-3.65371791472303	0.0324156359138871	0.271088829398591
hsa_circRNA_100367	hsa_circ_0014879	chr1	-	160206924	160231148	-2.00585980649483	0.00371600915120871	0.222284155881134
hsa_circRNA_006491	hsa_circ_0006491	chr18	-	42281139	42281797	-2.55026124522498	0.0104071545514998	0.239344103791601
hsa_circRNA_102452	hsa_circ_0049462	chr19	-	11548696	11548945	-2.55489741829516	0.0110699796051643	0.239344103791601
hsa_circRNA_104372	hsa_circ_0008334	chr7	-	50737418	50742355	-2.61102528557213	0.00955667315021654	0.239344103791601
hsa_circRNA_104373	hsa_circ_0080209	chr7	-	50737418	50771605	-2.90128667558107	0.00508933635403469	0.227609642987205
hsa_circRNA_002178	hsa_circ_0000519	chr14	-	20811436	20811534	-13.2955684597575	0.0239950575817621	0.260834668204582
hsa_circRNA_103532	hsa_circ_0006614	chr3	-	183493702	183508768	-2.27258184910883	0.00569955148407616	0.231992072142552
hsa_circRNA_104743	hsa_circ_0086490	chr9	-	20360739	20365742	-6.12406316979452	0.00788980706518801	0.239344103791601
hsa_circRNA_104150	hsa_circ_0077216	chr6	-	84055891	84117620	-2.40885673295582	0.0152163152978978	0.242017779283403
hsa_circRNA_000336	hsa_circ_0000336	chr11	-	68552282	68560870	-2.00329831550327	0.0312935982507999	0.269285694114243
hsa_circRNA_007333	hsa_circ_0007333	chr2	-	223084858	223097002	-2.42728731450765	0.0274339814672434	0.264806365807079
hsa_circRNA_103881	hsa_circ_0072876	chr5	-	70493472	70500177	-3.43726010563277	0.00844125638288192	0.239344103791601
hsa_circRNA_103871	hsa_circ_0004837	chr5	-	69206201	69216694	-3.28119063973855	0.00754714187062883	0.239344103791601
hsa_circRNA_101153	hsa_circ_0028299	chr12	-	112171726	112171872	-2.00083398691831	0.039264411364683	0.285801514309642
hsa_circRNA_406769	hsa_circRNA_406769	chr6	-	37897734	37898352	-2.56963872942028	0.00639754335202863	0.239344103791601
hsa_circRNA_075320	hsa_circ_0075320	chr5	-	179249957	179260782	-3.69951791650746	0.0040128561291572	0.222284155881134
hsa_circRNA_000042	hsa_circ_0000036	chr1	-	28199932	28200152	-6.71669272780504	0.0256477625818303	0.262556317714
hsa_circRNA_100820	hsa_circ_0022142	chr11	-	57256388	57256865	-2.54844246755047	0.0235842720836596	0.260834668204582
hsa_circRNA_011448	hsa_circ_0011448	chr1	-	33272082	33276658	-2.44324728586719	0.00898723890080766	0.239344103791601
hsa_circRNA_100979	hsa_circ_0006239	chr11	-	123464789	123465546	-2.06976407004839	0.0383013314031013	0.284336938936817
hsa_circRNA_101860	hsa_circ_0003438	chr16	-	70294946	70296427	-2.16351317059748	0.0130803849622709	0.240565037551812
hsa_circRNA_100533	hsa_circ_0006608	chr10	-	3160973	3162236	-2.06550322581192	0.040669526979355	0.285801514309642
hsa_circRNA_014772	hsa_circ_0014772	chr1	-	156638555	156647189	-2.2350340336483	0.0397218588835196	0.285801514309642
hsa_circRNA_050124	hsa_circ_0050124	chr19	-	18650180	18653782	-3.04515006169875	0.00548981499783198	0.2319843858238
hsa_circRNA_102487	hsa_circ_0000915	chr19	-	18650180	18650530	-2.97618824227011	0.0122496122633686	0.240565037551812
hsa_circRNA_103541	hsa_circ_0068462	chr3	-	186504290	186505053	-2.62416634112691	0.0373374122273221	0.282268627088004
hsa_circRNA_000499	hsa_circ_0000499	chr13	-	79940776	79940857	-2.65492132988028	0.0287673086303084	0.265227689772853
hsa_circRNA_103809	hsa_circ_0072088	chr5	-	32379220	32388780	-2.80105634418992	0.0203851683146949	0.249031432315771
hsa_circRNA_104791	hsa_circ_0087234	chr9	-	78682870	78722267	-2.65324691358303	0.028984274983292	0.265362066573837
hsa_circRNA_076989	hsa_circ_0076989	chr6	-	74227752	74230755	-2.52316236830711	0.0155412168925923	0.242017779283403
hsa_circRNA_405463	hsa_circRNA_405463	chr16	-	49764681	49823457	-2.61129411630999	0.00402920714089288	0.222284155881134
hsa_circRNA_000873	hsa_circ_0000873	chr19	-	3977557	3977861	-2.42165485715608	0.0368126507002112	0.28167258858487
hsa_circRNA_001379	hsa_circ_0000516	chr14	-	20811398	20811483	-3.4576138869318	0.00930379024606147	0.239344103791601
hsa_circRNA_051239	hsa_circ_0051239	chr19	-	41938372	41945481	-2.32354638658226	0.0285999208137411	0.265227689772853
hsa_circRNA_100239	hsa_circ_0012673	chr1	-	55340765	55341720	-2.57620301378268	0.0111983900249947	0.239344103791601
hsa_circRNA_105039	hsa_circ_0091934	chrX	-	153583192	153585991	-3.32176627396684	0.00114051210144499	0.171206175275802
hsa_circRNA_001678	hsa_circ_0000517	chr14	-	20811404	20811492	-13.4988785003406	0.0463632938151907	0.298591853303509
hsa_circRNA_028861	hsa_circ_0028861	chr12	-	120636656	120636803	-2.57824928741999	0.00746513979195846	0.239344103791601
hsa_circRNA_102004	hsa_circ_0042459	chr17	-	20910208	20916248	-2.18189427444722	0.00787535876473582	0.239344103791601
hsa_circRNA_061346	hsa_circ_0061346	chr21	-	27372329	27425664	-3.33457823974025	0.0258023237838587	0.262556317714
hsa_circRNA_029562	hsa_circ_0029562	chr12	-	133358881	133390005	-2.3335014244932	0.0307934165146912	0.267305484816585
hsa_circRNA_072837	hsa_circ_0072837	chr5	-	69792863	69792948	-3.43945073897195	0.0167709887925584	0.242017779283403
hsa_circRNA_001880	hsa_circ_0001880	chr9	-	110084263	110087285	-2.97470907810283	0.0121779708074379	0.240565037551812
hsa_circRNA_042474	hsa_circ_0042474	chr17	-	20922396	20931987	-2.05729569987647	0.00526376222392699	0.2319843858238
hsa_circRNA_040203	hsa_circ_0040203	chr16	-	70301561	70302282	-2.78192541900038	0.00362370411427547	0.222284155881134
hsa_circRNA_101802	hsa_circ_0039216	chr16	-	46931559	46934702	-3.0074853295864	0.0127039147427823	0.240565037551812
hsa_circRNA_100832	hsa_circ_0022378	chr11	-	61574135	61578547	-4.22861322706018	0.00284898960102255	0.215237042877508
hsa_circRNA_101938	hsa_circ_0041252	chr17	-	1437392	1461853	-2.27935457054995	0.0238188118809672	0.260834668204582
hsa_circRNA_074595	hsa_circ_0074595	chr5	-	150496687	150502572	-2.59158903997735	0.00261028123781096	0.215237042877508
hsa_circRNA_400780	hsa_circRNA_400780	chr11	-	68125117	68157520	-2.11561274839149	0.0492203959147268	0.3035754481761
hsa_circRNA_103553	hsa_circ_0001377	chr3	-	195605123	195615477	-2.06471104092148	0.0215494581082928	0.253832732650286
hsa_circRNA_102001	hsa_circ_0005415	chr17	-	20907514	20908303	-2.30488649391554	0.00276550150316226	0.215237042877508
hsa_circRNA_008551	hsa_circ_0008551	chr15	-	20874796	20886547	-2.15259282083657	0.0154418212942194	0.242017779283403
hsa_circRNA_103028	hsa_circ_0059910	chr20	-	32873245	32881962	-2.57130802180711	0.0253725750784865	0.262556317714
hsa_circRNA_092458	hsa_circ_0000872	chr19	-	3976434	3976629	-3.32464928257666	0.0168522062255139	0.242017779283403
hsa_circRNA_059914	hsa_circ_0059914	chr20	-	32878137	32881962	-4.59887538786531	0.0267372766390026	0.263870809370254
hsa_circRNA_103237	hsa_circ_0063526	chr22	-	41650311	41677086	-2.45811646745339	0.00066557613059838	0.171206175275802
hsa_circRNA_008389	hsa_circ_0008389	chr1	-	6727768	6741097	-6.58675790595514	0.00154374668541298	0.180967975032309
hsa_circRNA_000102	hsa_circ_0000102	chr1	-	109479800	109479932	-3.73117895820083	0.00124033839680785	0.17288545339506
hsa_circRNA_103176	hsa_circ_0062545	chr22	-	24002051	24026054	-3.40648363979643	0.0163674105351235	0.242017779283403
hsa_circRNA_103747	hsa_circ_0001449	chr4	-	148860975	148876525	-2.07490965764017	0.0322249022199636	0.270988000725939
hsa_circRNA_102428	hsa_circ_0048775	chr19	-	5700799	5706003	-2.71025271510288	0.00647986696654892	0.239344103791601
hsa_circRNA_040730	hsa_circ_0040730	chr16	-	85667519	85695371	-3.20528907085296	0.0154050320098459	0.242017779283403
hsa_circRNA_104288	hsa_circ_0079163	chr7	-	2402279	2402762	-2.0405860562351	0.0467569870916857	0.299511221352296
hsa_circRNA_100043	hsa_circ_0009624	chr1	-	8926337	8927309	-3.00104773128286	0.0191785421188389	0.244805345121454
hsa_circRNA_100015	hsa_circ_0009357	chr1	-	1737913	1749314	-2.12325426609554	0.0239421843727684	0.260834668204582
hsa_circRNA_007250	hsa_circ_0007250	chr2	-	10931920	10933328	-2.66783859000888	0.0303332939963819	0.267305484816585
hsa_circRNA_017693	hsa_circ_0017693	chr10	-	11789347	11791591	-3.09343515792443	0.00577682949822648	0.231992072142552
hsa_circRNA_104853	hsa_circ_0087861	chr9	-	110068659	110074018	-2.82550181906582	0.0361077739499596	0.279988286525282
hsa_circRNA_032682	hsa_circ_0032682	chr14	-	75587212	75590926	-2.3291993490122	0.0364297706738543	0.280129474916141
hsa_circRNA_007148	hsa_circ_0007148	chr3	-	171851260	171969331	-2.23775722651632	0.0433492243037004	0.292667567732566
hsa_circRNA_104259	hsa_circ_0078607	chr6	-	160819010	160831878	-6.45886705621467	0.0135617883370392	0.240565037551812
hsa_circRNA_100014	hsa_circ_0005907	chr1	-	1735857	1770677	-2.12777441028149	0.0123063949624365	0.240565037551812
hsa_circRNA_103755	hsa_circ_0071185	chr4	-	151682934	151729550	-2.34129449768439	0.0042893303159087	0.225959965038967
hsa_circRNA_005087	hsa_circ_0005087	chr1	-	27269150	27269556	-3.15143635863603	0.009262309125119	0.239344103791601
hsa_circRNA_101307	hsa_circ_0008539	chr13	-	114164552	114175048	-3.39717489660317	0.0109001749203651	0.239344103791601
hsa_circRNA_101308	hsa_circ_0031027	chr13	-	114164552	114193822	-2.89240687859913	0.016094008288738	0.242017779283403
hsa_circRNA_100244	hsa_circ_0000075	chr1	-	59787207	59812070	-2.19415243854649	0.012718758195405	0.240565037551812
hsa_circRNA_100166	hsa_circ_0011571	chr1	-	35936463	35944813	-2.23148426449038	0.0175455224857225	0.242390121232967
hsa_circRNA_071210	hsa_circ_0071210	chr4	-	151749331	151753128	-3.15090776428884	0.00708335581993674	0.239344103791601
hsa_circRNA_001547	hsa_circ_0001874	chr9	-	95500310	95500614	-8.41948623676689	0.046737803183469	0.299511221352296
hsa_circRNA_103758	hsa_circ_0071196	chr4	-	151727422	151729550	-3.29790950513476	0.00072762426288283	0.171206175275802
hsa_circRNA_103869	hsa_circ_0072803	chr5	-	69169490	69171146	-2.49302309360651	0.0357061894194058	0.279884574813851
hsa_circRNA_086779	hsa_circ_0086779	chr9	-	35065247	35068359	-3.67349862257592	0.0275029180968333	0.264806365807079
hsa_circRNA_101719	hsa_circ_0038090	chr16	-	16110352	16127027	-2.32225204357444	0.0179243225940196	0.242475207850772
hsa_circRNA_000195	hsa_circ_0000648	chr15	-	86335196	86335470	-2.46197106230298	0.00788755559772474	0.239344103791601
hsa_circRNA_100475	hsa_circ_0000192	chr1	-	230313963	230339036	-2.07972845998798	0.0240719991747606	0.260834668204582
hsa_circRNA_103044	hsa_circ_0004870	chr20	-	34302106	34313077	-2.38665331679523	0.0181821623753061	0.242475207850772
hsa_circRNA_029409	hsa_circ_0029409	chr12	-	129410903	129469509	-3.96631911130605	0.00971073071076117	0.239344103791601
hsa_circRNA_103542	hsa_circ_0068464	chr3	-	186504915	186505373	-4.11306020651098	0.0228734638521107	0.260720078043276
hsa_circRNA_102368	hsa_circ_0047663	chr18	-	47017162	47017297	-2.7547014824101	0.0234640406063593	0.260834668204582
hsa_circRNA_001059	hsa_circ_0000554	chr14	-	74551677	74551959	-2.57586842439348	0.00606945439450403	0.234069828170655
hsa_circRNA_104128	hsa_circ_0076917	chr6	-	58256381	58256569	-2.25287664639044	0.00401449505540023	0.222284155881134
hsa_circRNA_103870	hsa_circ_0072805	chr5	-	69206201	69206389	-2.79797938235823	0.00687268963038823	0.239344103791601
hsa_circRNA_102402	hsa_circ_0048232	chr19	-	1417498	1422395	-2.20904482059172	0.0270471822733364	0.263870809370254
hsa_circRNA_001026	hsa_circ_0000141	chr1	-	156220621	156220731	-6.32100079795347	0.0289515257447524	0.265362066573837
hsa_circRNA_103670	hsa_circ_0006168	chr4	-	78694234	78697546	-5.16891835181419	0.034331269012592	0.275204594625075
hsa_circRNA_101018	hsa_circ_0025513	chr12	-	14609494	14610229	-2.04000709245966	0.0160299782837383	0.242017779283403
hsa_circRNA_103181	hsa_circ_0062603	chr22	-	24698162	24765288	-2.05445094062389	0.0190233671812971	0.244805345121454
hsa_circRNA_100157	hsa_circ_0011462	chr1	-	33478807	33480195	-2.23642738248715	0.0292330718130406	0.265362066573837
hsa_circRNA_102231	hsa_circ_0046263	chr17	-	79813017	79813462	-4.3750312109629	0.0153520279683457	0.242017779283403
hsa_circRNA_026074	hsa_circ_0026074	chr12	-	49329991	49351252	-3.82603565158616	0.0497637638818685	0.304035719596363
hsa_circRNA_018744	hsa_circ_0018744	chr10	-	74033914	74035797	-3.03842183864028	0.0304323258143138	0.267305484816585
hsa_circRNA_100989	hsa_circ_0000370	chr11	-	128628009	128651918	-4.169076141784	0.00541926613384872	0.2319843858238
hsa_circRNA_100130	hsa_circ_0011245	chr1	-	31447497	31454252	-8.48788900042599	0.0044100940547226	0.225959965038967
hsa_circRNA_103436	hsa_circ_0006884	chr3	-	119219541	119232566	-2.95101659070206	0.00905758950814863	0.239344103791601
hsa_circRNA_023610	hsa_circ_0023610	chr11	-	75111737	75116733	-3.23452401005769	0.0474936235902963	0.300515749267523
hsa_circRNA_405668	hsa_circRNA_405668	chr18	-	21293889	21294036	-2.93979821386906	0.00500901786113285	0.227033409748243
hsa_circRNA_401327	hsa_circRNA_401327	chr14	-	105905008	105920647	-2.07342497368988	0.0152440579983409	0.242017779283403
hsa_circRNA_407254	hsa_circRNA_407254	chr9	-	137313521	137326053	-2.58619300968107	0.0149497853152401	0.242017779283403
hsa_circRNA_089761	hsa_circ_0089761	chrM	-	7586	15888	-4.73046061056604	0.000182091875315251	0.167310835187368
hsa_circRNA_400527	hsa_circRNA_400527	chr10	-	20534273	20534434	-4.2221046712275	0.000648329627970964	0.171206175275802
hsa_circRNA_101314	hsa_circ_0003643	chr14	-	21698477	21702388	-3.42727039187064	0.0250731801125873	0.262556317714
hsa_circRNA_103751	hsa_circ_0001450	chr4	-	151223776	151247050	-2.36255363670964	0.0388736011545816	0.284752046895836
hsa_circRNA_104258	hsa_circ_0078605	chr6	-	160819010	160828227	-3.47498584858769	0.00580158507766555	0.231992072142552
hsa_circRNA_005671	hsa_circ_0005671	chr22	-	41228572	41244373	-2.42178797479597	0.00117560170261299	0.171206175275802
hsa_circRNA_100245	hsa_circ_0005354	chr1	-	59787207	59844509	-2.00055803035477	0.0430782855132088	0.292291259911251
hsa_circRNA_001082	hsa_circ_0000792	chr17	-	56409123	56409324	-7.42672469167764	0.0432987970177532	0.292667567732566
hsa_circRNA_000323	hsa_circ_0000323	chr11	-	64846522	64847170	-2.73007763588506	0.000443842766558304	0.167310835187368
hsa_circRNA_000167	hsa_circ_0000518	chr14	-	20811404	20811554	-16.2224602589842	0.028147558302036	0.265227689772853
hsa_circRNA_001523	hsa_circ_0001517	chr5	-	107677627	107684231	-3.39307305613785	0.000337016856412069	0.167310835187368
hsa_circRNA_000482	hsa_circ_0001829	chr8	-	142264087	142264728	-2.22806578022735	0.0185589623653648	0.24454729610399
hsa_circRNA_101861	hsa_circ_0000714	chr16	-	70294946	70302282	-2.10818661035759	0.0225483508191818	0.258740371704142
hsa_circRNA_000644	hsa_circ_0000861	chr18	-	77592249	77592394	-7.64685679032924	0.0266169060458201	0.263870809370254
hsa_circRNA_104633	hsa_circ_0084606	chr8	-	62531536	62566219	-2.53057968293402	0.00313092810657017	0.215237042877508
hsa_circRNA_100632	hsa_circ_0018905	chr10	-	76910271	76928416	-2.56702767092779	0.00110301251850045	0.171206175275802
hsa_circRNA_040466	hsa_circ_0040466	chr16	-	74493579	74503971	-2.01879195051399	0.00120403419525043	0.171206175275802
hsa_circRNA_400005	hsa_circ_0092329	chr1	-	26898944	26899164	-2.33597926220989	0.00178538444447687	0.185798793927172
hsa_circRNA_089763	hsa_circ_0089763	chrM	-	8366	14149	-8.06575381998183	0.0339896900458939	0.274140210427552
hsa_circRNA_104103	hsa_circ_0076251	chr6	-	38050167	38084515	-5.0191265139806	0.0286688288662471	0.265227689772853
hsa_circRNA_019841	hsa_circ_0019841	chr10	-	105176247	105198565	-2.20103023758546	0.0348885856919166	0.275857318149133
hsa_circRNA_075281	hsa_circ_0075281	chr5	-	179043126	179043219	-2.49322877705906	0.0235611495275723	0.260834668204582
hsa_circRNA_101638	hsa_circ_0036683	chr15	-	89656955	89698765	-3.33184431106191	0.000889630212388799	0.171206175275802
hsa_circRNA_104670	hsa_circ_0001818	chr8	-	103299660	103300494	-12.311540422723	0.0406865125936346	0.285801514309642
hsa_circRNA_102911	hsa_circ_0001099	chr2	-	215645283	215657169	-2.38189336121841	0.0273073673767912	0.264806365807079
hsa_circRNA_001318	hsa_circ_0001318	chr3	-	66455621	66512933	-2.56824313047718	0.0101090882549866	0.239344103791601
hsa_circRNA_018499	hsa_circ_0018499	chr10	-	70096955	70101437	-2.01867888629619	0.01336642009398	0.240565037551812
hsa_circRNA_100834	hsa_circ_0022392	chr11	-	61630443	61631258	-20.2217473126943	0.000259447544552536	0.167310835187368
hsa_circRNA_101874	hsa_circ_0003315	chr16	-	74493579	74497377	-3.1136093883299	0.031074787611076	0.268218613658123
hsa_circRNA_403517	hsa_circRNA_403517	chr5	-	179250857	179252226	-7.70980934674817	0.00184078300889846	0.187800288664273
hsa_circRNA_405187	hsa_circRNA_405187	chr14	-	30193675	30194880	-2.87199515560147	0.0214554569137641	0.253439337902659
